seqnames,start,end,width,strand,peak.ID,peak.score,TE.chr,TE.start,TE.end,TE.ID,TE.score,TE.strand,TE.fam,TE.sfam,peak.overlap,is.duplicated.peak,TE.fam.v2,annotation,geneChr,geneStart,geneEnd,geneLength,geneStrand,geneId,transcriptId,distanceToTSS,ENSEMBL,SYMBOL,GENENAME,annotation.v2
chr12,49949620,49950238,619,*,MACS_peak_1207,170.13,chr12,49949953,49950026,L2d2,0,+,LINE/L2,L2d2,73,FALSE,LINE/L2,"Exon (uc001ruh.1/23416, exon 12 of 15)",12,49952086,49960222,8137,2,10445,uc001rui.1,9984,ENSG00000187778,MCRS1,microspherule protein 1,Exon
chr12,50292990,50293777,788,*,MACS_peak_1208,724.19,chr12,50293324,50293656,L2b,0,+,LINE/L2,L2b,332,FALSE,LINE/L2,"Intron (uc001rvi.2/23017, intron 1 of 10)",12,50260679,50296162,35484,2,23017,uc001rvi.2,2385,ENSG00000135472,FAIM2,Fas apoptotic inhibitory molecule 2,Intron
chr12,50299418,50299889,472,*,MACS_peak_1209,85.19,chr12,50299539,50299739,L2c,0,+,LINE/L2,L2c,200,FALSE,LINE/L2,Distal Intergenic,12,50260679,50297760,37082,2,23017,uc001rvj.2,-1658,ENSG00000135472,FAIM2,Fas apoptotic inhibitory molecule 2,Distal Intergenic
chr12,51600947,51601774,828,*,MACS_peak_1211,235.2,chr12,51600816,51601107,AluSz,0,-,SINE/Alu,AluSz,160,FALSE,SINE/Alu,"Intron (uc001rya.3/5463, intron 1 of 10)",12,51580719,51591950,11232,2,5463,uc001rxz.3,-8997,ENSG00000184271,POU6F1,POU class 6 homeobox 1,Intron
chr12,51776892,51777407,516,*,MACS_peak_1212,531.82,chr12,51776868,51776955,L2d2,0,-,LINE/L2,L2d2,63,FALSE,LINE/L2,Promoter,12,51745833,51777366,31534,2,11226,uc001ryk.2,0,ENSG00000139629,GALNT6,polypeptide N-acetylgalactosaminyltransferase 6,Promoter
chr12,52249243,52249913,671,*,MACS_peak_1214,100.14,chr12,52249124,52249417,AluSg,0,+,SINE/Alu,AluSg,174,FALSE,SINE/Alu,Distal Intergenic,12,52211676,52225701,14026,2,401720,uc001rzc.3,-23542,ENSG00000261308,FIGNL2,fidgetin like 2,Distal Intergenic
chr12,52580576,52581188,613,*,MACS_peak_1217,103.7,chr12,52581061,52581200,MIR3,0,-,SINE/MIR,MIR3,127,FALSE,SINE/MIR,"Intron (uc001rzx.3/144501, intron 1 of 8)",12,52562780,52579533,16754,2,144501,uc001rzw.3,-1043,ENSG00000167767,KRT80,keratin 80,Intron
chr12,52721263,52721686,424,*,MACS_peak_1218,91.47,,,,No.TE,,,No.TE,No.TE,,,No.TE,Distal Intergenic,12,52708085,52715182,7098,2,3889,uc001saf.2,-6081,ENSG00000170523,KRT83,keratin 83,Distal Intergenic
chr12,52762226,52762932,707,*,MACS_peak_1219,111.04,chr12,52762778,52762968,MIRc,0,+,SINE/MIR,MIRc,154,FALSE,SINE/MIR,Promoter,12,52753790,52761309,7520,2,3891,uc001sag.3,-917,ENSG00000135443,KRT85,keratin 85,Promoter
chr12,52795981,52796830,850,*,MACS_peak_1220,189.44,chr12,52796340,52796438,L2c,0,+,LINE/L2,L2c,98,FALSE,LINE/L2,"Intron (uc001sai.1/3888, intron 2 of 8)",12,52787735,52800176,12442,2,3888,uc001sai.1,3346,ENSG00000161850,KRT82,keratin 82,Intron
chr12,52958952,52959776,825,*,MACS_peak_1221,152.88,chr12,52958906,52959155,Tigger4b,0,+,DNA/TcMar-Tigger,Tigger4b,203,FALSE,Other.TE,3' UTR,12,52959603,52967609,8007,2,121391,uc001sap.1,7833,ENSG00000170484,KRT74,keratin 74,Exon
chr12,52975961,52976789,829,*,MACS_peak_1222,149.84,,,,No.TE,,,No.TE,No.TE,,,No.TE,Distal Intergenic,12,52959603,52967609,8007,2,121391,uc001sap.1,-8352,ENSG00000170484,KRT74,keratin 74,Distal Intergenic
chr12,53035478,53036291,814,*,MACS_peak_1223,175.16,chr12,53035698,53035872,MIR3,0,-,SINE/MIR,MIR3,174,FALSE,SINE/MIR,Distal Intergenic,12,53038342,53045959,7618,2,3849,uc001sat.3,9668,ENSG00000172867,KRT2,keratin 2,Distal Intergenic
chr12,53195918,53196282,365,*,MACS_peak_1224,87.95,chr12,53195881,53196384,L2c,0,+,LINE/L2,L2c,364,FALSE,LINE/L2,Distal Intergenic,12,53183469,53189892,6424,2,3850,uc001say.3,-6026,ENSG00000186442,KRT3,keratin 3,Distal Intergenic
chr12,53321808,53322127,320,*,MACS_peak_1226,95.29,chr12,53321582,53321859,AluSq2,0,+,SINE/Alu,AluSq2,51,FALSE,SINE/Alu,"Intron (uc009zml.2/3856, intron 1 of 8)",12,53290971,53320253,29283,2,3856,uc009zmk.1,-1555,ENSG00000170421,KRT8,keratin 8,Intron
chr12,53369769,53370641,873,*,MACS_peak_1227,187.44,chr12,53370109,53370206,L2d2,0,+,LINE/L2,L2d2,97,FALSE,LINE/L2,Distal Intergenic,12,53290971,53343650,52680,2,3856,uc009zmm.2,-26119,ENSG00000170421,KRT8,keratin 8,Distal Intergenic
chr12,54078380,54078858,479,*,MACS_peak_1230,153.43,chr12,54078425,54079209,L2c,0,-,LINE/L2,L2c,433,FALSE,LINE/L2,Distal Intergenic,12,54058944,54070512,11569,2,517,uc009znc.3,-7868,ENSG00000135390,ATP5MC2,ATP synthase membrane subunit c locus 2,Distal Intergenic
chr12,54136404,54137259,856,*,MACS_peak_1231,237.54,chr12,54136679,54136789,L2c,0,+,LINE/L2,L2c,110,FALSE,LINE/L2,Distal Intergenic,12,54107812,54121307,13496,2,57658,uc010soo.1,-15097,ENSG00000012822,CALCOCO1,calcium binding and coiled-coil domain 1,Distal Intergenic
chr12,54214598,54215467,870,*,MACS_peak_1232,141.49,chr12,54215083,54215187,FRAM,0,-,SINE/Alu,FRAM,104,FALSE,SINE/Alu,Distal Intergenic,12,54107812,54121307,13496,2,57658,uc010soo.1,-93291,ENSG00000012822,CALCOCO1,calcium binding and coiled-coil domain 1,Distal Intergenic
chr12,56137249,56137969,721,*,MACS_peak_1235,418.26,,,,No.TE,,,No.TE,No.TE,,,No.TE,Promoter,12,56137064,56146665,9602,1,10220,uc001shq.3,185,ENSG00000135414,GDF11,growth differentiation factor 11,Promoter
chr12,56583092,56583803,712,*,MACS_peak_1237,591.89,,,,No.TE,,,No.TE,No.TE,,,No.TE,Promoter,12,56555636,56583351,27716,2,6601,uc001ska.3,0,ENSG00000139613,SMARCC2,SWI/SNF related BAF chromatin remodeling complex subunit C2,Promoter
chr12,56655049,56655908,860,*,MACS_peak_1238,386.78,chr12,56655273,56655649,L2d,0,-,LINE/L2,L2d,376,FALSE,LINE/L2,Distal Intergenic,12,56631591,56652143,20553,2,283373,uc001skm.4,-2906,ENSG00000139645,ANKRD52,ankyrin repeat domain 52,Distal Intergenic
chr12,58130614,58131490,877,*,MACS_peak_1239,261.78,,,,No.TE,,,No.TE,No.TE,,,No.TE,Promoter,12,58118076,58132029,13954,2,116986,uc001spp.3,539,ENSG00000135439,AGAP2,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 2",Promoter
chr12,67144909,67145827,919,*,MACS_peak_1242,352.47,chr12,67145360,67145461,L2c,0,+,LINE/L2,L2c,101,FALSE,LINE/L2,"Intron (uc010sta.1/23426, intron 1 of 20)",12,66765474,67197894,432421,2,23426,uc010sta.1,52067,ENSG00000155974,GRIP1,glutamate receptor interacting protein 1,Intron
chr12,68317171,68317922,752,*,MACS_peak_1243,315.18,chr12,68317344,68317747,L2c,0,+,LINE/L2,L2c,403,FALSE,LINE/L2,Distal Intergenic,12,68548550,68553521,4972,2,3458,uc001stw.1,235599,ENSG00000111537,IFNG,interferon gamma,Distal Intergenic
chr12,69806240,69807005,766,*,MACS_peak_1244,178.87,chr12,69806615,69806869,L2b,0,-,LINE/L2,L2b,254,FALSE,LINE/L2,Distal Intergenic,12,69753532,69784576,31045,1,8089,uc001sux.3,52708,ENSG00000127337,YEATS4,YEATS domain containing 4,Distal Intergenic
chr12,88959927,88960479,553,*,MACS_peak_1252,118.85,chr12,88960446,88960600,L2,0,-,LINE/L2,L2,33,FALSE,LINE/L2,"Intron (uc001tav.3/4254, intron 1 of 9)",12,88886570,88974250,87681,2,4254,uc001tav.3,13771,ENSG00000049130,KITLG,KIT ligand,Intron
chr12,93399700,93400434,735,*,MACS_peak_1255,117.71,chr12,93400340,93400519,Charlie30a,0,+,DNA/hAT-Charlie,Charlie30a,94,FALSE,Other.TE,"Intron (uc021rbu.1/643339, intron 3 of 4)",12,93166285,93323107,156823,2,8411,uc001tck.3,-76593,ENSG00000102189,EEA1,early endosome antigen 1,Intron
chr12,94471637,94472343,707,*,MACS_peak_1256,244.4,chr12,94471740,94472117,L2c,0,-,LINE/L2,L2c,377,FALSE,LINE/L2,Distal Intergenic,12,94542499,94701451,158953,1,10154,uc001tdc.3,-70156,ENSG00000136040,PLXNC1,plexin C1,Distal Intergenic
chr12,94569330,94569930,601,*,MACS_peak_1257,208.05,chr12,94569496,94569774,L2a,0,-,LINE/L2,L2a,278,FALSE,LINE/L2,"Intron (uc001tdc.3/10154, intron 2 of 30)",12,94542499,94701451,158953,1,10154,uc001tdc.3,26831,ENSG00000136040,PLXNC1,plexin C1,Intron
chr12,94666927,94667651,725,*,MACS_peak_1258,401.38,chr12,94667209,94667537,L2c,0,+,LINE/L2,L2c,328,FALSE,LINE/L2,"Intron (uc001tdc.3/10154, intron 21 of 30)",12,94656297,94701451,45155,1,10154,uc009zsv.3,10630,ENSG00000136040,PLXNC1,plexin C1,Intron
chr12,96500294,96500661,368,*,MACS_peak_1260,84.38,chr12,96500251,96500533,L2b,0,-,LINE/L2,L2b,239,FALSE,LINE/L2,Distal Intergenic,12,96394531,96437298,42768,2,4048,uc010suz.2,-62996,ENSG00000111144,LTA4H,leukotriene A4 hydrolase,Distal Intergenic
chr12,96648248,96648760,513,*,MACS_peak_1263,82.66,chr12,96648363,96648736,L2c,0,-,LINE/L2,L2c,373,FALSE,LINE/L2,"Intron (uc001teo.1/2004, intron 3 of 4)",12,96588207,96661606,73400,1,2004,uc001teo.1,60041,ENSG00000111145,ELK3,ETS transcription factor ELK3,Intron
chr12,102228158,102228725,568,*,MACS_peak_1269,81.59,chr12,102228308,102228457,L2b,0,-,LINE/L2,L2b,149,FALSE,LINE/L2,Distal Intergenic,12,102189652,102224645,34994,2,79158,uc001tiw.3,-3513,ENSG00000111670,GNPTAB,N-acetylglucosamine-1-phosphate transferase subunits alpha and beta,Distal Intergenic
chr12,102271074,102271794,721,*,MACS_peak_1270,235.27,,,,No.TE,,,No.TE,No.TE,,,No.TE,Promoter,12,102271105,102317401,46297,1,55332,uc001tix.3,0,ENSG00000136048,DRAM1,DNA damage regulated autophagy modulator 1,Promoter
chr12,102371898,102372335,438,*,MACS_peak_1272,127.12,chr12,102372117,102372802,L2d2,0,-,LINE/L2,L2d2,218,FALSE,LINE/L2,Distal Intergenic,12,102406717,102455899,49183,2,51019,uc010svw.2,83564,ENSG00000120860,WASHC3,WASH complex subunit 3,Distal Intergenic
chr12,104575186,104575839,654,*,MACS_peak_1275,162.37,chr12,104575610,104575909,AluSx1,0,-,SINE/Alu,AluSx1,229,FALSE,SINE/Alu,Distal Intergenic,12,104606488,104653174,46687,1,7296,uc001tkm.1,-30649,ENSG00000198431,TXNRD1,thioredoxin reductase 1,Distal Intergenic
chr12,104677919,104678842,924,*,MACS_peak_1276,93.12,chr12,104677813,104678143,L2,0,-,LINE/L2,L2,224,FALSE,LINE/L2,"Intron (uc021rcx.2/7296, intron 3 of 16)",12,104680460,104744085,63626,1,7296,uc010swp.3,-1618,ENSG00000198431,TXNRD1,thioredoxin reductase 1,Intron
chr12,105087227,105087945,719,*,MACS_peak_1277,208.95,chr12,105087317,105087545,L2c,0,-,LINE/L2,L2c,228,FALSE,LINE/L2,"Intron (uc001tky.3/50515, intron 2 of 2)",12,104985411,104985494,84,1,100500843,uc021rdd.1,101816,ENSG00000264295,MIR3922,microRNA 3922,Intron
chr12,105729350,105730229,880,*,MACS_peak_1278,142.4,chr12,105729810,105730014,L2d,0,-,LINE/L2,L2d,204,FALSE,LINE/L2,"Intron (uc001tlh.4/387882, intron 1 of 5)",12,105724414,105765296,40883,1,387882,uc031qji.1,4936,ENSG00000235162,C12orf75,chromosome 12 open reading frame 75,Intron
chr12,106385232,106385747,516,*,MACS_peak_1279,171.75,chr12,106385319,106385494,L2d2,0,-,LINE/L2,L2d2,175,FALSE,LINE/L2,Distal Intergenic,12,106457125,106533811,76687,2,9891,uc001tlj.1,148064,ENSG00000074590,NUAK1,NUAK family kinase 1,Distal Intergenic
chr12,106472799,106473714,916,*,MACS_peak_1280,494.85,chr12,106473222,106473405,L2b,0,-,LINE/L2,L2b,183,FALSE,LINE/L2,"Intron (uc001tlj.1/9891, intron 4 of 6)",12,106457125,106533811,76687,2,9891,uc001tlj.1,60097,ENSG00000074590,NUAK1,NUAK family kinase 1,Intron
chr12,107636792,107637468,677,*,MACS_peak_1281,194.91,chr12,107636993,107637225,L2c,0,-,LINE/L2,L2c,232,FALSE,LINE/L2,Distal Intergenic,12,107712197,108029167,316971,1,121551,uc009zut.1,-74729,ENSG00000151136,ABTB3,ankyrin repeat and BTB domain containing 3,Distal Intergenic
chr12,107920551,107921092,542,*,MACS_peak_1283,143.43,chr12,107920723,107921055,L2a,0,+,LINE/L2,L2a,332,FALSE,LINE/L2,"Intron (uc009zut.1/121551, intron 2 of 9)",12,107974634,108053419,78786,1,121551,uc001tml.1,-53542,ENSG00000151136,ABTB3,ankyrin repeat and BTB domain containing 3,Intron
chr12,108703400,108704188,789,*,MACS_peak_1286,220.56,chr12,108703977,108704200,L2a,0,-,LINE/L2,L2a,211,FALSE,LINE/L2,"Intron (uc009zuw.3/1240, intron 1 of 2)",12,108681821,108714439,32619,2,1240,uc009zuw.3,10251,ENSG00000174600,CMKLR1,chemerin chemokine-like receptor 1,Intron
chr12,108740208,108741076,869,*,MACS_peak_1287,262.25,chr12,108740483,108740692,L2c,0,+,LINE/L2,L2c,209,FALSE,LINE/L2,Distal Intergenic,12,108681821,108733094,51274,2,1240,uc009zuv.3,-7114,ENSG00000174600,CMKLR1,chemerin chemokine-like receptor 1,Distal Intergenic
chr12,108784109,108784826,718,*,MACS_peak_1289,214.39,chr12,108784398,108784683,L2c,0,-,LINE/L2,L2c,285,FALSE,LINE/L2,Distal Intergenic,12,108681821,108733094,51274,2,1240,uc009zuv.3,-51015,ENSG00000174600,CMKLR1,chemerin chemokine-like receptor 1,Distal Intergenic
chr12,108911047,108911698,652,*,MACS_peak_1291,502.87,chr12,108911229,108911486,L2b,0,-,LINE/L2,L2b,257,FALSE,LINE/L2,"Exon (uc001tmx.1/11153, exon 2 of 3)",12,108909051,108913380,4330,1,11153,uc001tmx.1,1996,ENSG00000198855,FICD,FIC domain protein adenylyltransferase,Exon
chr12,108981937,108982594,658,*,MACS_peak_1293,129.54,chr12,108982097,108982334,MIR,0,+,SINE/MIR,MIR,237,FALSE,SINE/MIR,Distal Intergenic,12,108983622,108991894,8273,2,338773,uc001tng.3,9300,ENSG00000183160,TMEM119,transmembrane protein 119,Distal Intergenic
chr12,108997485,108998060,576,*,MACS_peak_1294,178.73,chr12,108997551,108997882,L2b,0,+,LINE/L2,L2b,331,FALSE,LINE/L2,Distal Intergenic,12,108983622,108991894,8273,2,338773,uc001tng.3,-5591,ENSG00000183160,TMEM119,transmembrane protein 119,Distal Intergenic
chr12,109015742,109016230,489,*,MACS_peak_1295,90.89,chr12,109016050,109016119,L2a,0,-,LINE/L2,L2a,69,FALSE,LINE/L2,3' UTR,12,109015680,109025854,10175,2,6404,uc010sxe.2,9624,ENSG00000110876,SELPLG,selectin P ligand,Exon
chr12,109255859,109256633,775,*,MACS_peak_1297,137.43,chr12,109256352,109256471,MIRb,0,-,SINE/MIR,MIRb,119,FALSE,SINE/MIR,"Intron (uc001tnp.1/1610, intron 1 of 3)",12,109252708,109294710,42003,1,1610,uc001tnq.4,3151,ENSG00000110887,DAO,D-amino acid oxidase,Intron
chr12,109724248,109725053,806,*,MACS_peak_1298,93.53,chr12,109724822,109725005,MIRb,0,-,SINE/MIR,MIRb,183,FALSE,SINE/MIR,5' UTR,12,109715783,109728091,12309,2,121643,uc009zvg.3,3038,ENSG00000139445,FOXN4,forkhead box N4,Exon
chr12,109726199,109727121,923,*,MACS_peak_1299,279.11,chr12,109726620,109726828,L2b,0,+,LINE/L2,L2b,208,FALSE,LINE/L2,Promoter,12,109715783,109728091,12309,2,121643,uc009zvg.3,970,ENSG00000139445,FOXN4,forkhead box N4,Promoter
chr12,109739508,109740200,693,*,MACS_peak_1300,344.48,chr12,109739723,109740012,L2d,0,+,LINE/L2,L2d,289,FALSE,LINE/L2,"Intron (uc001toe.4/121643, intron 2 of 9)",12,109715783,109747025,31243,2,121643,uc001toe.4,6825,ENSG00000139445,FOXN4,forkhead box N4,Intron
chr12,110003344,110003876,533,*,MACS_peak_1301,196.86,chr12,110003463,110003638,L2b,0,-,LINE/L2,L2b,175,FALSE,LINE/L2,"Intron (uc001tou.3/326625, intron 3 of 8)",12,109991521,110011358,19838,2,326625,uc001tou.3,7482,ENSG00000139428,MMAB,metabolism of cobalamin associated B,Intron
chr12,110047284,110047788,505,*,MACS_peak_1302,441.74,chr12,110047277,110047599,L2c,0,-,LINE/L2,L2c,315,FALSE,LINE/L2,Distal Intergenic,12,110012623,110035071,22449,1,4598,uc001tpc.4,34661,ENSG00000110921,MVK,mevalonate kinase,Distal Intergenic
chr12,110076476,110077167,692,*,MACS_peak_1304,153.95,chr12,110076591,110076825,L2b,0,-,LINE/L2,L2b,234,FALSE,LINE/L2,Distal Intergenic,12,110012623,110035071,22449,1,4598,uc001tpc.4,63853,ENSG00000110921,MVK,mevalonate kinase,Distal Intergenic
chr12,110078569,110079013,445,*,MACS_peak_1305,84.04,chr12,110078449,110078749,AluSz,0,+,SINE/Alu,AluSz,180,FALSE,SINE/Alu,Distal Intergenic,12,110012623,110035071,22449,1,4598,uc001tpc.4,65946,ENSG00000110921,MVK,mevalonate kinase,Distal Intergenic
chr12,110146588,110147428,841,*,MACS_peak_1306,153.95,chr12,110146823,110147143,L2a,0,-,LINE/L2,L2a,320,FALSE,LINE/L2,Distal Intergenic,12,110152187,110208312,56126,1,84915,uc001tpd.2,-4759,ENSG00000139438,FAM222A,family with sequence similarity 222 member A,Distal Intergenic
chr12,110148134,110149595,1462,*,MACS_peak_1307,445.99,chr12,110148541,110148934,L2c,0,-,LINE/L2,L2c,393,FALSE,LINE/L2,Distal Intergenic,12,110152187,110208312,56126,1,84915,uc001tpd.2,-2592,ENSG00000139438,FAM222A,family with sequence similarity 222 member A,Distal Intergenic
chr12,110158235,110159278,1044,*,MACS_peak_1308,954.93,chr12,110158644,110158811,L2d2,0,-,LINE/L2,L2d2,167,FALSE,LINE/L2,"Intron (uc001tpd.2/84915, intron 1 of 2)",12,110152187,110208312,56126,1,84915,uc001tpd.2,6048,ENSG00000139438,FAM222A,family with sequence similarity 222 member A,Intron
chr12,110242335,110243292,958,*,MACS_peak_1309,524.72,chr12,110242703,110243062,L2b,0,+,LINE/L2,L2b,359,FALSE,LINE/L2,"Intron (uc001tpg.2/59341, intron 3 of 15)",12,110220892,110252601,31710,2,59341,uc001tpg.2,9309,ENSG00000111199,TRPV4,transient receptor potential cation channel subfamily V member 4,Intron
chr12,110248631,110249223,593,*,MACS_peak_1310,951.94,chr12,110248812,110249180,L2b,0,+,LINE/L2,L2b,368,FALSE,LINE/L2,"Intron (uc001tpg.2/59341, intron 2 of 15)",12,110220892,110252601,31710,2,59341,uc001tpg.2,3378,ENSG00000111199,TRPV4,transient receptor potential cation channel subfamily V member 4,Intron
chr12,111229185,111229919,735,*,MACS_peak_1313,82.99,chr12,111229332,111229708,L2b,0,-,LINE/L2,L2b,376,FALSE,LINE/L2,Distal Intergenic,12,111157613,111180783,23171,2,5501,uc021rdx.1,-48402,ENSG00000186298,PPP1CC,protein phosphatase 1 catalytic subunit gamma,Distal Intergenic
chr12,111481955,111482700,746,*,MACS_peak_1315,120.66,chr12,111482132,111482479,L2a,0,+,LINE/L2,L2a,347,FALSE,LINE/L2,"Intron (uc001tsa.2/23316, intron 1 of 21)",12,111471828,111788358,316531,1,23316,uc001tsa.2,10127,ENSG00000111249,CUX2,cut like homeobox 2,Intron
chr12,111521514,111522046,533,*,MACS_peak_1316,274.32,chr12,111521735,111521945,L2c,0,-,LINE/L2,L2c,210,FALSE,LINE/L2,"Intron (uc001tsa.2/23316, intron 1 of 21)",12,111537321,111733213,195893,1,23316,uc001tsb.2,-15275,ENSG00000111249,CUX2,cut like homeobox 2,Intron
chr12,111572259,111572898,640,*,MACS_peak_1317,150.59,chr12,111572477,111572667,L2b,0,-,LINE/L2,L2b,190,FALSE,LINE/L2,"Intron (uc001tsa.2/23316, intron 1 of 21)",12,111537321,111733213,195893,1,23316,uc001tsb.2,34938,ENSG00000111249,CUX2,cut like homeobox 2,Intron
chr12,111581549,111582230,682,*,MACS_peak_1318,152.43,chr12,111581742,111582051,L2b,0,+,LINE/L2,L2b,309,FALSE,LINE/L2,"Intron (uc001tsa.2/23316, intron 1 of 21)",12,111537321,111733213,195893,1,23316,uc001tsb.2,44228,ENSG00000111249,CUX2,cut like homeobox 2,Intron
chr12,111725639,111726268,630,*,MACS_peak_1321,142.73,chr12,111725774,111726081,L2b,0,-,LINE/L2,L2b,307,FALSE,LINE/L2,"Intron (uc001tsa.2/23316, intron 4 of 21)",12,111798455,111801516,3062,2,144717,uc001tsc.3,75248,ENSG00000198324,PHETA1,PH domain containing endocytic trafficking adaptor 1,Intron
chr12,111735502,111735916,415,*,MACS_peak_1322,346.13,chr12,111735451,111735822,L2c,0,-,LINE/L2,L2c,320,FALSE,LINE/L2,"Intron (uc001tsa.2/23316, intron 8 of 21)",12,111798455,111801516,3062,2,144717,uc001tsc.3,65600,ENSG00000198324,PHETA1,PH domain containing endocytic trafficking adaptor 1,Intron
chr12,111759514,111759984,471,*,MACS_peak_1323,181.62,chr12,111759607,111759757,L2c,0,-,LINE/L2,L2c,150,FALSE,LINE/L2,"Intron (uc001tsa.2/23316, intron 17 of 21)",12,111798455,111801516,3062,2,144717,uc001tsc.3,41532,ENSG00000198324,PHETA1,PH domain containing endocytic trafficking adaptor 1,Intron
chr12,111848284,111849239,956,*,MACS_peak_1325,633.16,chr12,111848888,111849177,AluJb,0,+,SINE/Alu,AluJb,289,FALSE,SINE/Alu,"Intron (uc001tse.3/10019, intron 1 of 7)",12,111843752,111889427,45676,1,10019,uc001tse.3,4532,ENSG00000111252,SH2B3,SH2B adaptor protein 3,Intron
chr12,111862369,111863016,648,*,MACS_peak_1326,137.33,,,,No.TE,,,No.TE,No.TE,,,No.TE,"Intron (uc001tse.3/10019, intron 2 of 7)",12,111855923,111889427,33505,1,10019,uc001tsf.3,6446,ENSG00000111252,SH2B3,SH2B adaptor protein 3,Intron
chr12,113152356,113153015,660,*,MACS_peak_1328,114.63,chr12,113152687,113152870,L2d,0,+,LINE/L2,L2d,183,FALSE,LINE/L2,"Intron (uc010syl.2/22895, intron 1 of 21)",12,113229549,113336684,107136,1,22895,uc001tty.3,-76534,ENSG00000089169,RPH3A,rabphilin 3A,Intron
chr12,113219954,113220542,589,*,MACS_peak_1329,212.05,chr12,113219978,113220145,MIRb,0,+,SINE/MIR,MIRb,167,FALSE,SINE/MIR,"Intron (uc010syl.2/22895, intron 1 of 21)",12,113229549,113336684,107136,1,22895,uc001tty.3,-9007,ENSG00000089169,RPH3A,rabphilin 3A,Intron
chr12,113316119,113316639,521,*,MACS_peak_1331,104.91,chr12,113316218,113316568,L2a,0,-,LINE/L2,L2a,350,FALSE,LINE/L2,"Intron (uc010syl.2/22895, intron 13 of 21)",12,113305952,113336684,30733,1,22895,uc001tua.3,10167,ENSG00000089169,RPH3A,rabphilin 3A,Intron
chr12,113492506,113493315,810,*,MACS_peak_1332,182.94,chr12,113492548,113492789,MIRb,0,+,SINE/MIR,MIRb,241,FALSE,SINE/MIR,Distal Intergenic,12,113495662,113535833,40172,1,1840,uc001tuk.1,-2347,ENSG00000135144,DTX1,deltex E3 ubiquitin ligase 1,Distal Intergenic
chr12,113502490,113502878,389,*,MACS_peak_1333,170.56,chr12,113502397,113502594,MIR,0,+,SINE/MIR,MIR,104,FALSE,SINE/MIR,"Intron (uc001tuk.1/1840, intron 1 of 8)",12,113495662,113535833,40172,1,1840,uc001tuk.1,6828,ENSG00000135144,DTX1,deltex E3 ubiquitin ligase 1,Intron
chr12,113540426,113540989,564,*,MACS_peak_1334,414.29,chr12,113540614,113540916,L2b,0,+,LINE/L2,L2b,302,FALSE,LINE/L2,3' UTR,12,113536624,113573404,36781,2,8437,uc010syp.2,32415,ENSG00000111344,RASAL1,RAS protein activator like 1,Exon
chr12,113589783,113590674,892,*,MACS_peak_1336,524.9,chr12,113589986,113590389,L2b,0,-,LINE/L2,L2b,403,FALSE,LINE/L2,"Exon (uc010sys.2/387885, exon 2 of 8)",12,113587663,113597081,9419,1,387885,uc010sys.2,2120,ENSG00000186710,CFAP73,cilia and flagella associated protein 73,Exon
chr12,113766041,113766737,697,*,MACS_peak_1337,571.84,chr12,113766320,113766543,L2b,0,+,LINE/L2,L2b,223,FALSE,LINE/L2,"Intron (uc001tvc.3/80024, intron 2 of 15)",12,113736571,113772925,36355,2,80024,uc001tvc.3,6188,ENSG00000089060,SLC8B1,solute carrier family 8 member B1,Intron
chr12,113797625,113798366,742,*,MACS_peak_1338,180.39,chr12,113798325,113798393,MIRc,0,+,SINE/MIR,MIRc,41,FALSE,SINE/MIR,"Intron (uc001tve.2/196463, intron 1 of 11)",12,113796371,113827458,31088,1,196463,uc001tvf.2,1254,ENSG00000151176,PLBD2,phospholipase B domain containing 2,Intron
chr12,113809394,113810140,747,*,MACS_peak_1339,492.64,chr12,113809457,113809683,MIRb,0,-,SINE/MIR,MIRb,226,FALSE,SINE/MIR,"Intron (uc001tve.2/196463, intron 2 of 11)",12,113796371,113827458,31088,1,196463,uc001tvf.2,13023,ENSG00000151176,PLBD2,phospholipase B domain containing 2,Intron
chr12,113832493,113832937,445,*,MACS_peak_1340,168.15,chr12,113832795,113833002,MIRb,0,-,SINE/MIR,MIRb,142,FALSE,SINE/MIR,"Intron (uc001tvg.3/10993, intron 6 of 7)",12,113830251,113841692,11442,2,10993,uc001tvg.3,8755,ENSG00000135094,SDS,serine dehydratase,Intron
chr12,113937598,113938381,784,*,MACS_peak_1342,152.45,chr12,113937502,113937755,L2,0,-,LINE/L2,L2,157,FALSE,LINE/L2,Distal Intergenic,12,113900694,113909877,9184,2,64211,uc001tvj.1,-27721,ENSG00000089116,LHX5,LIM homeobox 5,Distal Intergenic
chr12,113971575,113972237,663,*,MACS_peak_1343,145.56,chr12,113971602,113971798,MIRc,0,-,SINE/MIR,MIRc,196,FALSE,SINE/MIR,Distal Intergenic,12,113900694,113909877,9184,2,64211,uc001tvj.1,-61698,ENSG00000089116,LHX5,LIM homeobox 5,Distal Intergenic
chr12,114013780,114014322,543,*,MACS_peak_1344,99.96,,,,No.TE,,,No.TE,No.TE,,,No.TE,Distal Intergenic,12,113900694,113909877,9184,2,64211,uc001tvj.1,-103903,ENSG00000089116,LHX5,LIM homeobox 5,Distal Intergenic
chr12,114101027,114101498,472,*,MACS_peak_1345,137.29,chr12,114101174,114101573,L2a,0,+,LINE/L2,L2a,324,FALSE,LINE/L2,Distal Intergenic,12,113900694,113909877,9184,2,64211,uc001tvj.1,-191150,ENSG00000089116,LHX5,LIM homeobox 5,Distal Intergenic
